ts,load1,mem_used_mb,mem_avail_mb,swap_used_mb,cpu_total_cores,py_cores,py_rss_mb,dec_cores,dec_rss_mb,pub_cores,pub_rss_mb,mtx_cores,mtx_rss_mb,temp_c,cpu_mhz
2026-09-06T06:37:13,1.02,2033,1764,0,1.21,0.60,1267,0.43,283,0.02,49,0.05,47,28,800
2026-09-06T06:37:23,1.02,1989,1808,0,0.88,0.37,1266,0.43,283,0.02,49,0.05,47,28,2600
2026-09-06T06:37:33,0.86,2024,1773,0,0.72,0.21,1263,0.43,283,0.02,49,0.06,46,28,800
2026-09-06T06:37:43,0.80,1987,1810,0,1.08,0.57,1267,0.43,283,0.02,49,0.05,47,28,800
2026-09-06T06:37:53,0.83,2026,1771,0,0.88,0.38,1266,0.43,283,0.02,49,0.05,47,28,2800
2026-09-06T06:38:03,0.79,1979,1818,0,0.72,0.20,1263,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:38:13,0.74,2035,1762,0,1.12,0.57,1267,0.42,283,0.01,49,0.05,47,28,900
2026-09-06T06:38:23,0.78,2001,1796,0,0.90,0.39,1277,0.44,283,0.02,49,0.05,46,28,3200
2026-09-06T06:38:33,0.81,1997,1800,0,0.71,0.20,1273,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:38:43,0.92,2008,1789,0,1.07,0.57,1278,0.42,283,0.02,49,0.05,48,28,827
2026-09-06T06:38:53,0.86,2012,1785,0,0.90,0.39,1277,0.43,283,0.02,49,0.05,48,28,2700
2026-09-06T06:39:03,0.73,2031,1766,0,0.70,0.19,1263,0.43,283,0.02,49,0.06,46,28,875
2026-09-06T06:39:13,0.85,2017,1780,0,1.16,0.58,1267,0.43,283,0.01,49,0.05,46,28,800
2026-09-06T06:39:23,1.04,1997,1800,0,0.90,0.40,1266,0.42,283,0.02,49,0.05,49,28,2800
2026-09-06T06:39:33,0.88,2014,1783,0,0.70,0.19,1273,0.43,283,0.02,49,0.06,47,28,800
2026-09-06T06:39:43,0.90,1988,1809,0,1.08,0.57,1214,0.43,283,0.01,49,0.05,48,28,1300
2026-09-06T06:39:53,0.92,2018,1779,0,0.92,0.40,1266,0.43,283,0.02,49,0.05,48,28,2700
2026-09-06T06:40:03,0.93,2027,1770,0,0.69,0.19,1273,0.42,283,0.02,49,0.06,47,28,800
2026-09-06T06:40:13,0.94,2003,1794,0,1.15,0.58,1278,0.43,283,0.01,49,0.05,46,28,800
2026-09-06T06:40:23,0.88,2013,1784,0,0.91,0.41,1277,0.42,283,0.02,49,0.06,47,28,2700
2026-09-06T06:40:33,0.82,1987,1810,0,0.71,0.18,1273,0.45,283,0.02,49,0.06,47,28,800
2026-09-06T06:40:43,0.84,1982,1815,0,1.08,0.57,1236,0.43,283,0.02,49,0.05,48,28,1207
2026-09-06T06:40:53,0.86,1997,1800,0,0.93,0.42,1266,0.43,283,0.01,49,0.05,46,28,2700
2026-09-06T06:41:03,0.89,2002,1795,0,0.69,0.17,1263,0.44,283,0.02,49,0.06,48,28,800
2026-09-06T06:41:13,0.90,2025,1772,0,1.12,0.56,1267,0.41,283,0.01,49,0.04,47,28,800
2026-09-06T06:41:23,0.92,2005,1792,0,0.94,0.42,1266,0.44,283,0.02,49,0.05,47,28,2700
2026-09-06T06:41:33,0.78,1982,1815,0,0.69,0.17,1263,0.45,283,0.02,49,0.06,47,28,800
2026-09-06T06:41:43,0.73,2007,1790,0,1.09,0.57,1267,0.44,283,0.02,49,0.05,47,28,800
2026-09-06T06:41:53,0.70,1994,1803,0,0.94,0.43,1266,0.43,283,0.02,49,0.05,47,28,2800
2026-09-06T06:42:03,0.67,1978,1819,0,0.66,0.16,1263,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:42:13,0.64,2026,1771,0,1.12,0.58,1267,0.42,283,0.01,49,0.05,48,28,2914
2026-09-06T06:42:23,0.62,2012,1785,0,0.97,0.43,1266,0.43,283,0.02,49,0.05,47,28,2691
2026-09-06T06:42:33,0.53,1991,1806,0,0.69,0.16,1263,0.46,283,0.02,49,0.06,46,28,800
2026-09-06T06:42:43,0.60,1976,1821,0,1.09,0.57,1225,0.44,283,0.02,49,0.05,48,28,800
2026-09-06T06:42:53,0.74,2014,1783,0,0.96,0.44,1277,0.44,283,0.02,49,0.05,46,28,2636
2026-09-06T06:43:03,0.63,1991,1806,0,0.67,0.15,1273,0.43,283,0.02,49,0.06,47,28,800
2026-09-06T06:43:13,0.61,2000,1797,0,1.06,0.56,1278,0.42,283,0.01,49,0.05,47,28,800
2026-09-06T06:43:23,0.75,2033,1764,0,1.00,0.44,1277,0.42,283,0.02,49,0.05,48,28,2600
2026-09-06T06:43:33,0.71,2004,1793,0,0.66,0.15,1263,0.44,283,0.02,49,0.06,46,28,800
2026-09-06T06:43:43,0.82,2007,1790,0,1.07,0.57,1267,0.43,283,0.02,49,0.05,47,28,1060
2026-09-06T06:43:53,0.77,2007,1790,0,0.96,0.45,1267,0.43,283,0.02,49,0.05,48,28,2700
2026-09-06T06:44:03,0.73,2016,1781,0,0.65,0.14,1273,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:44:13,1.07,2007,1790,0,1.07,0.57,1278,0.42,283,0.01,49,0.05,46,28,800
2026-09-06T06:44:23,1.15,2018,1779,0,1.02,0.45,1278,0.41,283,0.01,49,0.05,47,28,2839
2026-09-06T06:44:33,1.13,2006,1791,0,0.65,0.13,1273,0.43,283,0.02,49,0.06,46,28,800
2026-09-06T06:44:44,1.18,2014,1783,0,1.07,0.57,1278,0.43,283,0.01,49,0.05,47,28,800
2026-09-06T06:44:54,1.31,2019,1778,0,0.97,0.46,1283,0.43,283,0.02,49,0.05,48,28,2700
2026-09-06T06:45:04,1.26,2004,1793,0,0.62,0.12,1263,0.42,283,0.02,49,0.06,48,28,800
2026-09-06T06:45:14,1.36,2013,1784,0,1.08,0.57,1267,0.43,283,0.02,49,0.05,46,28,800
2026-09-06T06:45:24,1.55,2018,1779,0,1.04,0.47,1283,0.42,283,0.01,49,0.05,47,28,2700
2026-09-06T06:45:34,1.62,1995,1802,0,0.63,0.12,1273,0.44,283,0.02,49,0.05,48,28,800
2026-09-06T06:45:44,1.52,1995,1802,0,1.09,0.57,1278,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:45:54,1.52,2022,1775,0,0.98,0.47,1283,0.43,283,0.02,49,0.05,46,28,2700
2026-09-06T06:46:04,1.29,2026,1771,0,0.64,0.11,1273,0.44,283,0.02,49,0.06,46,28,800
2026-09-06T06:46:14,1.31,1996,1801,0,1.10,0.58,1278,0.44,283,0.02,49,0.05,48,28,800
2026-09-06T06:46:24,1.34,2036,1761,0,1.04,0.48,1283,0.42,283,0.01,49,0.05,47,28,2700
2026-09-06T06:46:34,1.14,1988,1809,0,0.61,0.10,1273,0.43,283,0.02,49,0.06,47,28,812
2026-09-06T06:46:44,1.18,2023,1774,0,1.07,0.56,1278,0.42,283,0.02,49,0.05,48,28,800
2026-09-06T06:46:54,1.24,2010,1787,0,1.00,0.49,1283,0.43,283,0.02,49,0.05,46,28,2700
2026-09-06T06:47:04,1.21,1992,1805,0,0.60,0.09,1273,0.43,283,0.02,49,0.05,48,28,800
2026-09-06T06:47:14,1.10,1978,1819,0,1.08,0.57,1225,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:47:24,1.17,2019,1778,0,1.06,0.49,1272,0.42,283,0.01,49,0.05,46,28,2701
2026-09-06T06:47:34,1.39,2005,1792,0,0.62,0.09,1263,0.44,283,0.02,49,0.06,47,28,800
2026-09-06T06:47:44,1.25,1997,1800,0,1.08,0.57,1267,0.43,283,0.01,49,0.05,48,28,800
2026-09-06T06:47:54,1.14,2008,1789,0,1.00,0.50,1272,0.43,283,0.02,49,0.05,48,28,2725
2026-09-06T06:48:04,0.96,2010,1787,0,0.61,0.09,1263,0.44,283,0.02,49,0.06,48,28,800
2026-09-06T06:48:14,0.89,2007,1790,0,1.08,0.57,1267,0.43,283,0.02,49,0.05,46,28,800
2026-09-06T06:48:24,0.91,2011,1786,0,1.07,0.50,1283,0.42,283,0.02,49,0.05,48,28,2700
2026-09-06T06:48:34,0.77,2018,1779,0,0.60,0.08,1273,0.44,283,0.02,49,0.06,46,28,800
2026-09-06T06:48:44,0.80,1962,1835,0,1.08,0.58,1214,0.43,283,0.02,49,0.05,49,28,800
2026-09-06T06:48:54,0.76,2020,1777,0,1.03,0.51,1272,0.44,283,0.02,49,0.05,46,28,2600
2026-09-06T06:49:04,0.80,2020,1777,0,0.58,0.07,1273,0.42,283,0.02,49,0.06,46,28,800
2026-09-06T06:49:14,1.27,2003,1794,0,1.06,0.55,1278,0.42,283,0.02,49,0.05,48,28,800
2026-09-06T06:49:24,1.31,2012,1785,0,1.08,0.51,1283,0.41,283,0.02,49,0.05,47,28,2700
2026-09-06T06:49:34,1.18,2013,1784,0,0.59,0.07,1263,0.43,283,0.02,49,0.07,47,28,800
2026-09-06T06:49:44,1.07,1997,1800,0,1.07,0.57,1267,0.43,283,0.02,49,0.05,48,28,800
2026-09-06T06:49:54,0.99,1987,1810,0,1.04,0.53,1272,0.44,283,0.02,49,0.05,48,28,2700
2026-09-06T06:50:04,0.92,1973,1824,0,0.59,0.06,1263,0.44,283,0.02,49,0.07,46,28,800
2026-09-06T06:50:14,0.85,2015,1782,0,1.07,0.57,1267,0.42,283,0.02,49,0.05,47,28,800
2026-09-06T06:50:24,1.11,1985,1812,0,1.12,0.52,1272,0.42,283,0.01,49,0.05,46,28,2700
2026-09-06T06:50:34,1.24,1994,1803,0,0.58,0.06,1263,0.43,283,0.02,49,0.07,46,28,800
2026-09-06T06:50:44,1.12,1991,1806,0,1.07,0.56,1267,0.43,283,0.02,49,0.05,47,28,800
2026-09-06T06:50:54,1.03,2008,1789,0,1.05,0.53,1272,0.43,283,0.02,49,0.05,47,28,2700
2026-09-06T06:51:04,0.95,1980,1817,0,0.57,0.06,1263,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:51:14,1.11,1999,1798,0,1.09,0.57,1267,0.43,283,0.02,49,0.05,46,28,800
2026-09-06T06:51:24,1.02,2023,1774,0,1.15,0.54,1272,0.43,283,0.02,49,0.05,47,28,2600
2026-09-06T06:51:34,0.86,1983,1814,0,0.57,0.06,1263,0.43,283,0.02,49,0.06,47,28,800
2026-09-06T06:51:44,0.89,1981,1816,0,1.08,0.58,1225,0.43,283,0.02,49,0.05,47,28,800
2026-09-06T06:51:54,0.98,2006,1791,0,1.05,0.54,1265,0.43,283,0.02,49,0.05,48,28,2700
2026-09-06T06:52:04,0.91,1990,1807,0,0.55,0.04,1273,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:52:14,0.93,2002,1795,0,1.08,0.56,1278,0.44,283,0.02,49,0.05,47,28,800
2026-09-06T06:52:24,0.94,2043,1754,0,1.17,0.55,1265,0.43,283,0.02,49,0.05,48,28,2700
2026-09-06T06:52:34,0.95,2019,1778,0,0.56,0.04,1263,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:52:44,1.18,2022,1775,0,1.08,0.57,1267,0.43,283,0.02,49,0.05,47,28,800
2026-09-06T06:52:54,1.07,1989,1808,0,1.06,0.55,1263,0.42,283,0.01,49,0.05,48,28,2700
2026-09-06T06:53:04,0.98,2007,1790,0,0.54,0.02,1273,0.43,283,0.02,49,0.06,46,28,800
2026-09-06T06:53:14,1.06,1994,1803,0,1.08,0.57,1278,0.43,283,0.02,49,0.05,47,28,800
2026-09-06T06:53:24,1.05,2018,1779,0,1.08,0.57,1273,0.44,283,0.01,49,0.05,46,28,2700
2026-09-06T06:53:34,0.89,2021,1776,0,0.59,0.02,1273,0.43,283,0.02,49,0.06,48,28,900
2026-09-06T06:53:44,0.97,2014,1783,0,1.08,0.57,1278,0.43,283,0.01,49,0.05,48,28,800
2026-09-06T06:53:54,1.22,2022,1775,0,1.07,0.57,1273,0.42,283,0.02,49,0.05,48,28,2782
2026-09-06T06:54:04,1.10,2017,1780,0,0.53,0.01,1263,0.43,283,0.02,49,0.07,46,28,1000
2026-09-06T06:54:14,1.23,2015,1782,0,1.07,0.57,1267,0.42,283,0.02,49,0.05,46,28,800
2026-09-06T06:54:24,1.37,2020,1777,0,1.10,0.58,1273,0.43,283,0.02,49,0.05,46,28,2688
2026-09-06T06:54:34,1.31,2015,1782,0,0.59,0.01,1273,0.43,283,0.02,49,0.06,47,28,800
2026-09-06T06:54:44,1.64,2019,1778,0,1.07,0.57,1278,0.43,283,0.02,49,0.04,48,28,800
2026-09-06T06:54:54,1.70,2016,1781,0,1.09,0.58,1273,0.43,283,0.02,49,0.05,47,28,2711
2026-09-06T06:55:04,1.44,2029,1768,0,0.53,0.01,1273,0.43,283,0.02,49,0.07,48,28,919
2026-09-06T06:55:14,1.66,2019,1778,0,1.15,0.57,1278,0.43,283,0.01,49,0.04,46,28,800
2026-09-06T06:55:24,1.64,2015,1782,0,1.07,0.57,1273,0.42,283,0.02,49,0.05,47,28,1800
2026-09-06T06:55:34,1.62,2003,1794,0,0.56,0.01,1273,0.41,283,0.02,49,0.05,48,28,900
2026-09-06T06:55:44,1.59,2021,1776,0,1.08,0.57,1278,0.43,283,0.02,49,0.05,48,28,800
2026-09-06T06:55:54,1.82,2031,1766,0,1.07,0.58,1273,0.43,283,0.02,49,0.05,47,28,1325
2026-09-06T06:56:04,1.69,2006,1791,0,0.53,0.01,1273,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:56:14,1.51,1971,1826,0,1.08,0.57,1225,0.43,283,0.01,49,0.05,47,28,800
2026-09-06T06:56:24,1.51,1997,1800,0,1.07,0.58,1263,0.43,283,0.01,49,0.04,48,28,800
2026-09-06T06:56:34,1.36,2016,1781,0,0.59,0.01,1263,0.43,283,0.02,49,0.06,47,28,801
2026-09-06T06:56:44,1.31,2003,1794,0,1.07,0.57,1267,0.43,283,0.01,49,0.05,48,28,800
2026-09-06T06:56:54,1.42,1984,1813,0,1.08,0.57,1263,0.43,283,0.01,49,0.05,47,28,800
2026-09-06T06:57:04,1.20,2030,1767,0,0.54,0.02,1263,0.44,283,0.02,49,0.07,46,28,800
2026-09-06T06:57:14,1.16,2005,1792,0,1.07,0.57,1267,0.43,283,0.01,49,0.05,47,28,800
2026-09-06T06:57:24,1.22,2029,1768,0,1.09,0.58,1273,0.43,283,0.02,49,0.05,48,28,800
2026-09-06T06:57:34,1.18,2030,1767,0,0.58,0.01,1273,0.42,283,0.02,49,0.06,48,28,800
2026-09-06T06:57:44,1.07,1973,1824,0,1.09,0.58,1214,0.44,283,0.01,49,0.05,49,28,800
2026-09-06T06:57:55,0.99,2019,1778,0,1.09,0.58,1263,0.43,283,0.02,49,0.05,46,28,800
2026-09-06T06:58:05,0.99,2047,1750,0,0.52,0.01,1273,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:58:15,0.98,2033,1764,0,1.07,0.57,1278,0.42,283,0.01,49,0.05,47,28,1200
2026-09-06T06:58:25,0.91,2023,1774,0,1.08,0.57,1273,0.43,283,0.02,49,0.05,47,28,866
2026-09-06T06:58:35,0.77,2047,1750,0,0.59,0.01,1263,0.43,283,0.02,49,0.06,48,28,800
2026-09-06T06:58:45,0.88,1990,1807,0,1.08,0.57,1267,0.43,283,0.01,49,0.05,47,28,1100
2026-09-06T06:58:55,1.14,2014,1783,0,1.07,0.57,1263,0.43,283,0.02,49,0.05,48,28,1246
2026-09-06T06:59:05,0.96,1994,1803,0,0.54,0.01,1263,0.44,283,0.02,49,0.06,47,28,800
2026-09-06T06:59:15,0.82,555,3242,0,0.19,,,,,0.02,49,0.03,47,28,800
2026-09-06T06:59:25,0.69,552,3245,0,0.04,,,,,0.02,49,0.03,46,28,1275
2026-09-06T06:59:35,0.66,553,3244,0,0.11,,,,,0.02,49,0.03,48,28,1354
2026-09-06T06:59:45,0.56,548,3249,0,0.05,,,,,0.02,49,0.03,46,28,1327
