ts,load1,mem_used_mb,mem_avail_mb,swap_used_mb,cpu_total_cores,py_cores,py_rss_mb,dec_cores,dec_rss_mb,pub_cores,pub_rss_mb,mtx_cores,mtx_rss_mb,temp_c,cpu_mhz
2026-09-06T05:28:33,3.68,2195,1602,0,2.56,0.90,1351,1.58,330,0.01,49,0.03,46,28,2300
2026-09-06T05:28:43,3.89,2180,1617,0,2.84,1.06,1326,1.70,330,0.01,49,0.04,47,28,2600
2026-09-06T05:28:53,3.60,2186,1611,0,2.15,0.47,1340,1.62,330,0.01,49,0.03,48,28,2600
2026-09-06T05:29:03,3.58,2170,1627,0,2.56,0.89,1340,1.61,330,0.01,49,0.03,48,28,2400
2026-09-06T05:29:13,3.43,2184,1613,0,2.81,1.05,1326,1.59,330,0.01,49,0.03,47,28,1200
2026-09-06T05:29:23,3.43,2206,1591,0,2.32,0.50,1351,1.75,331,0.01,49,0.04,46,28,2600
2026-09-06T05:29:34,3.44,2160,1637,0,2.59,0.91,1330,1.61,331,0.01,49,0.03,46,28,2600
2026-09-06T05:29:44,3.85,2146,1651,0,2.74,1.04,1326,1.62,331,0.02,49,0.03,47,28,2000
2026-09-06T05:29:54,3.72,2181,1616,0,2.25,0.50,1340,1.69,331,0.01,49,0.04,48,28,2600
2026-09-06T05:30:04,3.52,2213,1584,0,2.64,0.90,1340,1.66,331,0.01,49,0.03,48,28,2600
2026-09-06T05:30:14,3.54,2162,1635,0,2.74,1.03,1326,1.55,331,0.01,49,0.03,48,28,1175
2026-09-06T05:30:24,3.48,2130,1667,0,2.31,0.51,1340,1.74,331,0.01,49,0.04,47,28,2600
2026-09-06T05:30:34,3.64,2146,1651,0,2.64,0.89,1340,1.68,331,0.01,49,0.03,46,28,2600
2026-09-06T05:30:44,3.54,2158,1639,0,2.75,1.05,1326,1.62,331,0.01,49,0.04,46,28,2600
2026-09-06T05:30:54,3.53,2179,1618,0,2.13,0.48,1340,1.58,331,0.01,49,0.03,47,28,2600
2026-09-06T05:31:04,3.74,2203,1594,0,2.67,0.89,1340,1.71,331,0.01,49,0.04,48,28,2600
2026-09-06T05:31:14,3.57,2178,1619,0,2.83,1.04,1326,1.61,331,0.01,49,0.03,47,28,1600
2026-09-06T05:31:24,3.77,2201,1596,0,2.31,0.52,1340,1.72,331,0.01,49,0.04,48,28,2600
2026-09-06T05:31:34,3.89,2150,1647,0,2.64,0.88,1340,1.68,331,0.01,49,0.03,47,28,1700
2026-09-06T05:31:44,3.82,2207,1590,0,2.75,1.04,1326,1.63,331,0.02,49,0.03,48,28,2400
2026-09-06T05:31:54,3.39,2207,1590,0,2.14,0.49,1340,1.59,331,0.01,49,0.03,47,28,2686
2026-09-06T05:32:04,3.84,2186,1611,0,2.68,0.89,1340,1.71,331,0.01,49,0.03,48,28,2600
2026-09-06T05:32:14,3.41,2175,1622,0,2.74,1.04,1326,1.49,331,0.01,49,0.03,47,28,1600
2026-09-06T05:32:24,3.51,2179,1618,0,2.27,0.51,1340,1.68,331,0.01,49,0.04,46,28,2600
2026-09-06T05:32:34,3.36,2195,1602,0,2.57,0.88,1340,1.62,331,0.01,49,0.03,46,28,2300
2026-09-06T05:32:44,3.15,2132,1665,0,2.76,1.04,1336,1.64,331,0.01,49,0.04,48,28,1600
2026-09-06T05:32:54,2.97,2195,1602,0,2.28,0.52,1351,1.69,331,0.01,49,0.04,46,28,2600
